question_no,type,category,tags,stem,preamble,statement_a,statement_b,statement_c,statement_d,choice_1,choice_2,choice_3,choice_4,choice_5,correct,explanation
375,single,燃料及び燃焼に関する知識,燃焼計算・燃焼管理,理論空気量に関する記述として、適切なものは次のうちどれか。,,,,,,燃料を完全燃焼させるのに理論上必要な最小空気量である。,実際に必ず供給してはならない空気量である。,水処理に必要な薬剤量である。,安全弁の吹出し量である。,煙突高さの別名である。,1,理論空気量は完全燃焼に必要な最小空気量で、実際には過剰空気を加える。
376,single,燃料及び燃焼に関する知識,燃焼計算・燃焼管理,空気比に関する記述として、適切なものは次のうちどれか。,,,,,,実際空気量を理論空気量で割った値である。,燃料の密度を水の密度で割った値である。,水位を胴径で割った値である。,安全弁口径を圧力で割った値である。,煙突高さを室温で割った値である。,1,空気比は実際に供給した空気量と理論空気量の比である。
377,single,燃料及び燃焼に関する知識,燃焼計算・燃焼管理,排ガス中CO2濃度が燃焼管理で使われる理由として、適切なものは次のうちどれか。,,,,,,空気比や燃焼状態を推定する手掛かりになるため。,水位を直接示すため。,給水硬度を示すため。,安全弁の設定圧を示すため。,燃料価格を示すため。,1,CO2、O2、COは燃焼状態や過剰空気判断の指標として用いられる。
378,single,燃料及び燃焼に関する知識,燃焼計算・燃焼管理,白煙が見える場合に考えられるものとして、適切なものは次のうちどれか。,,,,,,水蒸気の凝縮や燃料中水分など。,必ず完全燃焼で異常なし。,必ず燃料がない。,安全弁が開いている証拠だけ。,水面計が正常な証拠だけ。,1,白煙は水蒸気の凝縮などの場合があるが、燃料や燃焼状態と合わせて判断する。
379,single,燃料及び燃焼に関する知識,燃焼計算・燃焼管理,燃焼効率を悪化させる要因として、適切でないものは次のうちどれか。,,,,,,過大な過剰空気,伝熱面のすす付着,排ガス温度の過大,燃料の霧化不良,適正な空気比と清浄な伝熱面,5,適正空気比と清浄な伝熱面は効率維持に有効である。
380,single,燃料及び燃焼に関する知識,燃焼計算・燃焼管理,燃焼に必要な三要素として、適切な組合せは次のうちどれか。,,,,,,可燃物、酸素、点火源又は温度。,水位、圧力、検査証。,安全弁、水面計、圧力計。,給水、吹出し、保存。,煙突、床、照明。,1,燃焼には可燃物、酸素、着火に足る温度又は点火源が必要である。
381,single,関係法令,伝熱面積・ボイラー種別,伝熱面積の問題で『片面だけが燃焼ガスに触れる』場合の読み方として、適切なものは次のうちどれか。,,,,,,算入方法が部位や構造で異なるため条件を確認する。,すべて両面を無条件に加える。,燃料価格だけで決める。,作業者数で決める。,水面計の本数で決める。,1,伝熱面積はボイラー種類と伝熱面の条件により扱いが変わる。
382,single,関係法令,伝熱面積・ボイラー種別,貫流ボイラーの法令上の扱いで注意すべきこととして、適切なものは次のうちどれか。,,,,,,伝熱面積や最高使用圧力などの条件を確認する。,常に法令対象外である。,燃料がガスならすべて同じ扱いである。,水処理をすれば区分は不要である。,煙突高さだけで決まる。,1,貫流ボイラーは規模や条件により区分が変わるため、条件読みが重要である。
383,single,関係法令,設置・ボイラー室,ボイラー室に関する法令問題で見落としやすい条件として、適切なものは次のうちどれか。,,,,,,出入口、通路、可燃物、換気など。,作業者の趣味。,燃料販売店の広告。,机の色だけ。,水面計メーカーの所在地。,1,ボイラー室では安全な取扱いと避難・火災防止の観点が問われる。
384,single,関係法令,設置・ボイラー室,ボイラー据付け時の基礎や周囲空間に関する記述として、適切なものは次のうちどれか。,,,,,,点検、修理、操作に支障がないようにする。,点検できないほど密着させる。,出入口をふさぐ。,可燃物で囲む。,換気をなくす。,1,据付けでは保守点検や安全な操作ができる空間を確保する。
385,single,関係法令,検査・検査証,ボイラー検査証を滅失した場合の扱いとして、法令問題で注意すべきことは次のうちどれか。,,,,,,再交付などの手続を確認する。,検査証は不要なので放置する。,燃料を変えればよい。,水面計を増やせばよい。,安全弁を外せばよい。,1,検査証の紛失や記載事項変更は手続問題として問われる。
386,single,関係法令,検査・検査証,検査証の記載事項変更で注意すべきこととして、適切なものは次のうちどれか。,,,,,,所有者や設置場所など、変更内容に応じた手続を確認する。,どの変更も届出不要である。,作業者の昼食だけを届け出る。,燃料価格だけで判断する。,水面計の色だけで判断する。,1,検査証記載事項の変更は、必要な手続と期限を問われることがある。
387,single,関係法令,変更・休止・廃止,廃止したボイラーに関する手続問題で注意すべきこととして、適切なものは次のうちどれか。,,,,,,廃止届や検査証返還などの扱いを確認する。,廃止すれば記録も検査証も必ず放置してよい。,燃料を抜けば手続不要と決めつける。,煙突だけ残せば使用中とみなす。,水面計だけ外せばよい。,1,廃止時は届出や検査証の扱いが問われる。
388,single,関係法令,変更・休止・廃止,休止中のボイラーを再使用する場合の注意として、適切なものは次のうちどれか。,,,,,,休止期間や検査証有効期間、必要検査を確認する。,必ず無検査で再使用できる。,燃料を入れれば直ちに使用できる。,水面計を外したまま使用する。,安全弁を固定して使用する。,1,再使用では休止期間や検査証の状態に応じた手続確認が必要である。
389,single,関係法令,作業主任者・取扱資格,作業主任者が圧力の急激な上昇を防ぐべき理由として、適切なものは次のうちどれか。,,,,,,過圧や熱応力などの危険を防ぐため。,燃料価格を下げるためだけ。,水面計の色を変えるため。,煙突高さを上げるため。,検査証を不要にするため。,1,作業主任者は圧力、水位、燃焼などを監視し、安全な運転を確保する。
